iter	RMSE
0	0.05192402259
1	0.04878818428
2	0.04558960364
3	0.04288100523
4	0.04030549268
5	0.03794931927
6	0.03589224368
7	0.03414357525
8	0.03248579034
9	0.03106155494
10	0.02958606337
11	0.02825643599
12	0.02711379643
13	0.02608592418
14	0.02525914739
15	0.02446014555
16	0.02367317636
17	0.02340941219
18	0.02265197952
19	0.02240286015
20	0.02162585949
21	0.02122112927
22	0.0209191429
23	0.02062248013
24	0.02013821069
25	0.01987767414
26	0.01967860813
27	0.01948668963
28	0.01930408452
29	0.01911658093
30	0.01894840487
31	0.01878480195
32	0.01862040817
33	0.01846140431
34	0.01811396127
35	0.01797619484
36	0.01747818574
37	0.01737551795
38	0.01683325401
39	0.01664247795
40	0.01647791609
41	0.0160571814
42	0.01563952054
43	0.01525339291
44	0.01493420674
45	0.01483093057
46	0.0147263807
47	0.01442343693
48	0.01427739612
49	0.01394991532
50	0.01383314518
51	0.01371378638
52	0.01363102995
53	0.01355594527
54	0.01344851679
55	0.01337930488
56	0.01331185626
57	0.01326152696
58	0.01303707926
59	0.01293758417
60	0.01270367744
61	0.01249860634
62	0.01236364393
63	0.01219466109
64	0.01214498039
65	0.01204772865
66	0.01191433324
67	0.01185067221
68	0.01178238748
69	0.011641862
70	0.01151804978
71	0.01145313141
72	0.01132532671
73	0.01126185195
74	0.01114481744
75	0.01104562365
76	0.0110142754
77	0.01097399479
78	0.01088062117
79	0.0108545075
80	0.01075998516
81	0.01068078422
82	0.01060364363
83	0.01051705086
84	0.01044251932
85	0.01036628788
86	0.01030214362
87	0.01023015409
88	0.01020370481
89	0.01018692757
90	0.01017062861
91	0.01010781424
92	0.0100465305
93	0.01002119057
94	0.009959515632
95	0.009904456232
96	0.009860666556
97	0.009820780995
98	0.009770069657
99	0.009713688351
100	0.009697377955
101	0.009648524988
102	0.009604963682
103	0.009577482898
104	0.009533303285
105	0.009497561773
106	0.009461867653
107	0.009448795125
108	0.009436604577
109	0.009402651419
110	0.009372695919
111	0.009344252878
112	0.009308960378
113	0.009273688118
114	0.009254609655
115	0.009227741604
116	0.009201100799
117	0.009161793805
118	0.009132337565
119	0.009109712461
120	0.009073547373
121	0.009052792904
122	0.009025878463
123	0.009002189469
124	0.008986042262
125	0.008956724259
126	0.008934709857
127	0.008913773431
128	0.008889137839
129	0.008858624543
130	0.008844484577
131	0.008825224081
132	0.008792801944
133	0.00877622535
134	0.008758458746
135	0.008734471111
136	0.00870991173
137	0.008697160103
138	0.008669318592
139	0.008653583733
140	0.008641466308
141	0.008625542692
142	0.008600290923
143	0.008590632026
144	0.008570131909
145	0.008555384814
146	0.00853751294
147	0.008521052314
148	0.008503204458
149	0.008489554851
150	0.008465438283
