iter	RMSE
0	0.05422548587
1	0.05091092586
2	0.04777108546
3	0.04494488963
4	0.04235599033
5	0.04012844751
6	0.03796510295
7	0.03612335801
8	0.03460213411
9	0.03291690359
10	0.03167377599
11	0.03019004378
12	0.02882336484
13	0.02770612866
14	0.02662952062
15	0.0257579096
16	0.02488270349
17	0.02412480597
18	0.02339219368
19	0.02274935852
20	0.02216659332
21	0.02177192521
22	0.02116637399
23	0.02074805749
24	0.02057800352
25	0.0203189091
26	0.02007582328
27	0.01984131647
28	0.01939702931
29	0.01918197324
30	0.01873335043
31	0.01860418516
32	0.01836984987
33	0.01827413327
34	0.01809562282
35	0.017903934
36	0.01779431492
37	0.01740207955
38	0.01714943601
39	0.01680689037
40	0.0165358875
41	0.01644723798
42	0.01636190173
43	0.01627973801
44	0.01615486381
45	0.01608005026
46	0.01594621207
47	0.01567395012
48	0.01554248602
49	0.01547883695
50	0.01540505742
51	0.01534672418
52	0.01509760602
53	0.01488345338
54	0.01470671465
55	0.01457218177
56	0.014387153
57	0.01434292109
58	0.01430086622
59	0.01410622843
60	0.01394105808
61	0.01384586466
62	0.01379087432
63	0.01366333336
64	0.01363189642
65	0.01345783217
66	0.01342848113
67	0.01335929271
68	0.01331039579
69	0.01328394081
70	0.01323230782
71	0.0132130786
72	0.0131027322
73	0.01305449178
74	0.01298450631
75	0.01292761317
76	0.01283345818
77	0.01279887036
78	0.01278498631
79	0.01269812529
80	0.01261611724
81	0.01255628775
82	0.01248630047
83	0.01241440515
84	0.01235191161
85	0.01229143384
86	0.01227222589
87	0.01219288481
88	0.01213863474
89	0.01212863853
90	0.0121192374
91	0.0120475245
92	0.01201286105
93	0.01195434682
94	0.01189662718
95	0.01183777545
96	0.01177889888
97	0.01173841434
98	0.01167124149
99	0.01165126593
100	0.01160266827
101	0.01155368308
102	0.01150547693
103	0.01149214939
104	0.01146113381
105	0.01145549174
106	0.01144972849
107	0.01141404162
108	0.01138506091
109	0.01133187301
110	0.01129217903
111	0.01128820113
112	0.01125755996
113	0.01123600139
114	0.01119631786
115	0.01116507219
116	0.01113841708
117	0.01110291954
118	0.01106137668
119	0.01105850487
120	0.01101934768
121	0.01101614663
122	0.01101312024
123	0.01097309264
124	0.01096900473
125	0.01094838772
126	0.01091503967
127	0.01087792866
128	0.01085577892
129	0.0108262272
130	0.01079020042
131	0.01075653757
132	0.01072101079
133	0.01069260422
134	0.01066725885
135	0.01064929913
136	0.01063230116
137	0.01060408143
138	0.0105795236
139	0.01055589065
140	0.01053960953
141	0.01051511617
142	0.01049818801
143	0.01047704258
144	0.01045423055
145	0.01042928079
146	0.01040161471
147	0.01037852476
148	0.01035072148
149	0.01033438414
150	0.01031925453
151	0.0103001188
152	0.01028530638
153	0.0102738285
154	0.01025590833
155	0.01023863674
156	0.01022049653
157	0.01019360674
158	0.01018090965
159	0.01016067258
160	0.01013154807
161	0.01011411583
162	0.01008840326
163	0.0100721093
164	0.01005570854
165	0.01003620434
166	0.01000598526
167	0.009984863965
168	0.009960235989
169	0.009947226111
170	0.009927645758
171	0.009900196501
172	0.009885077331
173	0.009869980366
174	0.009845140615
175	0.009818448204
176	0.009802248332
177	0.009788824747
178	0.00978058874
179	0.009766892239
180	0.009750125467
181	0.009739187307
182	0.009718229202
183	0.009706251408
184	0.009686278717
185	0.009672447439
186	0.00965670097
187	0.009643701134
188	0.009617199592
189	0.009603223987
190	0.009584554146
191	0.009564138727
192	0.009545882233
193	0.009531590853
194	0.009515943498
195	0.009514182479
196	0.009501651375
197	0.009489241497
198	0.009471359656
199	0.009453345986
200	0.009439593069
201	0.009421249432
202	0.009401503425
203	0.00938711335
204	0.009374669719
205	0.009360996468
206	0.009346867895
207	0.009332587805
208	0.009316897951
209	0.009302777142
210	0.009294531659
211	0.009278703487
212	0.009266628807
213	0.009249424192
214	0.009238204122
215	0.009225142847
216	0.009206707999
217	0.009183373038
218	0.009166763509
219	0.009150409357
220	0.00912978723
221	0.009121670672
222	0.009104874913
223	0.009086269523
224	0.00906954039
225	0.009062123474
226	0.009049463454
227	0.009042007961
228	0.009029198385
229	0.009022402927
230	0.009010222949
231	0.008995727654
232	0.00898024315
233	0.008963673253
234	0.008952947717
235	0.008942716496
236	0.008924460846
237	0.008914210113
238	0.008901025053
239	0.008886991292
240	0.008879516628
241	0.008859266357
242	0.008846198569
243	0.008843055784
244	0.008825158148
245	0.008818015459
246	0.008807592859
247	0.008795323636
248	0.008784231318
249	0.008769594798
250	0.00875857025
251	0.008750316494
252	0.008738287808
253	0.00872591678
254	0.008710818249
255	0.008697591828
256	0.008686605059
257	0.008679319415
258	0.008673915986
259	0.008665313338
260	0.008651603756
261	0.008634087756
262	0.008627743513
263	0.008620708984
264	0.008614220219
265	0.008608378587
266	0.008596324572
267	0.008584834057
268	0.008564086062
269	0.008553114063
270	0.008537990678
271	0.008523895364
272	0.008511094014
273	0.008499154075
274	0.008484080255
275	0.008474916025
276	0.008463876989
277	0.008454446708
278	0.008444555012
279	0.008430409883
280	0.008422351524
281	0.008419263316
282	0.00840838061
283	0.008398317228
284	0.008383429684
285	0.008375951479
286	0.008371981163
287	0.00836223846
288	0.008345416482
289	0.008333368518
290	0.008318248014
291	0.008304882932
292	0.008295592468
293	0.008290407434
294	0.008277874346
295	0.008271482014
296	0.008257002574
297	0.008251623034
298	0.008243508167
299	0.008231549205
300	0.008215402889
301	0.008212696945
302	0.008202189826
303	0.008189550951
304	0.008170973184
305	0.008162314148
306	0.008160749669
307	0.008152658031
308	0.008137613377
309	0.00812864015
310	0.008117538637
311	0.008101379629
312	0.008093104257
313	0.008079307987
314	0.008074163855
315	0.008072086959
316	0.008063162633
317	0.008049039707
318	0.008032993803
319	0.008027152774
320	0.008021592205
321	0.008015698496
322	0.008012704745
323	0.008006940569
324	0.007996240218
325	0.007989397508
326	0.007976364434
327	0.007965385003
328	0.007951171098
329	0.007935744603
330	0.00792728963
331	0.007924366628
332	0.007917742707
333	0.007909367405
334	0.007900563813
335	0.007892740028
336	0.007886781473
337	0.007875953388
338	0.007868989916
339	0.00786190244
340	0.007853929144
341	0.007840736826
342	0.007827952599
343	0.007825380884
344	0.007816001821
345	0.007802893851
346	0.007787479467
347	0.0077751696
348	0.007771205484
349	0.007761328076
350	0.007753612923
351	0.007746236746
352	0.00774534531
353	0.00773513862
354	0.007726865936
355	0.007718481512
356	0.007708501489
357	0.007693862753
358	0.007684787209
359	0.007681039464
360	0.007670095676
361	0.007658041687
362	0.007646033135
363	0.007637026929
364	0.007623307695
365	0.00761797174
366	0.007604097022
367	0.00758944741
368	0.007572919869
369	0.007561825985
370	0.007551985745
371	0.007542969075
372	0.007536343018
373	0.007522870343
374	0.007509861786
375	0.007501294378
376	0.007487818654
377	0.007481382455
378	0.007474762442
379	0.007466745564
380	0.0074604639
381	0.00744691434
382	0.007441244705
383	0.007429168169
384	0.007419835854
385	0.007414890434
386	0.00740954338
387	0.007399047556
388	0.007389163324
389	0.007380120743
390	0.00737518626
391	0.007368816032
392	0.007357272082
393	0.007348243923
394	0.007334657126
395	0.007327535771
396	0.007316349249
397	0.007310616761
398	0.007301643771
399	0.007297743066
400	0.007286574307
401	0.007281530686
402	0.007273023319
403	0.007262050846
404	0.007251330257
405	0.00724260829
406	0.007234328928
407	0.007229352883
408	0.007222509254
409	0.007211745515
410	0.007205146212
411	0.007193895319
412	0.007186549379
413	0.007178345622
414	0.007171382511
415	0.007161518132
416	0.0071537805
417	0.007143148693
418	0.007138306611
419	0.007137402547
420	0.007135635442
421	0.007130632689
422	0.007123396659
423	0.007116513519
424	0.007109729427
425	0.007100896989
426	0.007089039169
427	0.007074374546
428	0.007065522431
429	0.007062259413
430	0.007053868183
431	0.007043307026
432	0.007033296495
433	0.007023032624
434	0.007014636484
435	0.007002920312
436	0.006995406413
437	0.006985597799
438	0.006976579632
439	0.006975337833
440	0.006969947816
441	0.006958629664
442	0.006951474989
443	0.006945801043
444	0.006938230541
445	0.006930884873
446	0.006921538633
447	0.006917881098
448	0.006912483547
449	0.00690112409
450	0.006897548325
451	0.006892163115
452	0.006885763346
453	0.006877052273
454	0.00686831907
455	0.006858595074
456	0.00685140617
457	0.006841209658
458	0.006835101538
459	0.00682895794
460	0.006816428068
461	0.006805545849
462	0.00679502832
463	0.006794477346
464	0.006789026309
465	0.006781647038
466	0.006774172259
467	0.006765980786
468	0.006759415563
469	0.006758536349
470	0.006754374522
471	0.006749775284
472	0.006744846233
473	0.006732939502
474	0.006721572893
475	0.006713744949
476	0.006702060073
477	0.006695719309
478	0.006690736055
479	0.006684647595
480	0.006680200332
481	0.006672579823
482	0.006667312377
483	0.006654303462
484	0.006645979432
485	0.006642820952
486	0.006635198538
487	0.006633716062
488	0.006627924233
489	0.006621980099
490	0.00661720154
491	0.006608014589
492	0.006599561624
493	0.006592662098
494	0.006585606476
495	0.006584571077
496	0.006577256712
497	0.006565540503
498	0.006553835201
499	0.006542112759
500	0.006534443153
501	0.006526320984
502	0.006521926403
503	0.006511469602
504	0.006504296984
505	0.006499335045
506	0.00648902886
507	0.006484240483
508	0.00648030497
509	0.006476680671
510	0.00646773007
511	0.006463217131
512	0.006457166312
513	0.006451571652
514	0.006451181521
515	0.006438242941
516	0.006430909349
517	0.006425091066
518	0.006418297903
519	0.006417843607
520	0.006410080345
521	0.006403709644
522	0.006394196931
523	0.006387031804
524	0.006381303551
525	0.006374516682
526	0.006367836484
527	0.006360403663
528	0.006353937277
529	0.006346235655
530	0.006341025308
531	0.006329455465
532	0.006320045536
533	0.006314171871
534	0.00630417899
535	0.00629508792
536	0.006284221625
537	0.006275230056
538	0.006267059632
539	0.006256722871
540	0.006247938779
541	0.006241540629
542	0.006236836179
543	0.006230556879
544	0.00622282886
545	0.006219757885
546	0.006208782852
547	0.006203043603
548	0.006199979564
549	0.006190313035
550	0.006186254109
551	0.006181486
552	0.006177195456
553	0.006168286676
554	0.006156412385
555	0.006149427071
556	0.00614858565
557	0.006141507362
558	0.006133474027
559	0.006126562707
560	0.006118783781
561	0.006113172488
562	0.00610679155
563	0.00610009411
564	0.006094584679
565	0.006094072324
566	0.006085249919
567	0.006077156482
568	0.006068055066
569	0.006058123715
570	0.006052362466
571	0.00604448659
572	0.00603118362
573	0.006025677913
574	0.006017872225
575	0.006007912493
576	0.005997225039
577	0.005988711428
578	0.005984224302
579	0.005978740269
580	0.005972203842
581	0.005968134675
582	0.005960833136
583	0.005955189086
584	0.005949070603
585	0.005940017209
586	0.00593712913
587	0.00593153267
588	0.00592542096
589	0.005916531193
590	0.005915963297
591	0.005909593704
592	0.005899025325
593	0.005897054028
594	0.005890080314
595	0.005880910857
596	0.005875810974
597	0.005875405289
598	0.005866638712
599	0.00585894362
600	0.00585521162
601	0.005843646034
602	0.005835937906
603	0.005830607206
604	0.005825422185
605	0.005819058532
606	0.005808342688
607	0.005802483729
608	0.0057956943
609	0.005790327169
610	0.005785664145
611	0.005777667366
612	0.005769488704
613	0.005765548257
614	0.005756286234
615	0.005747922415
616	0.005741104692
617	0.005733948488
618	0.005727495501
619	0.00572422654
620	0.005718033959
621	0.00571353588
622	0.005712138523
623	0.00570688524
624	0.005701988486
625	0.005694554277
626	0.005684765166
627	0.005680046579
628	0.005667996061
629	0.005663342181
630	0.005655917091
631	0.005650954997
632	0.005646527198
633	0.005639234174
634	0.005633971482
635	0.00562653648
636	0.005620065691
637	0.005613103333
638	0.005603690676
639	0.005595328576
640	0.005590902591
641	0.005584394175
642	0.005577419036
643	0.00557189429
644	0.005566667427
645	0.00556074734
646	0.005554897316
647	0.005548040016
648	0.005541530973
649	0.005534747444
650	0.005530772375
651	0.005522820219
652	0.005514897739
653	0.005508249093
654	0.005504784312
655	0.005498709937
656	0.005493535464
657	0.005488575587
658	0.005486015795
659	0.005478746223
660	0.005475065878
661	0.005465143166
662	0.005459620199
663	0.005454448496
664	0.005449160476
665	0.005444234791
666	0.005439861396
667	0.005436426263
668	0.005436097552
669	0.005429475872
670	0.005425446806
671	0.005414362339
672	0.005410960071
673	0.0054063044
674	0.005397970697
675	0.005392919917
676	0.005384175945
677	0.005379287643
678	0.005373174156
679	0.005368868788
680	0.005362754312
681	0.005358752493
682	0.005350344896
683	0.005344265702
684	0.005340700466
685	0.005332965333
686	0.005326250857
687	0.005318684335
688	0.005314780028
689	0.005310120032
690	0.005301278857
691	0.005291717873
692	0.00528484112
693	0.005279724524
694	0.005277185725
695	0.005271552292
696	0.005267994061
697	0.005258798235
698	0.005250207383
699	0.005242508879
700	0.00523751688
701	0.005231497955
702	0.005226772177
703	0.005219632282
704	0.005214897244
705	0.00520670879
706	0.00519945101
707	0.005193183694
708	0.005186926784
709	0.00518015549
710	0.00517642145
711	0.005171481009
712	0.005165817794
713	0.005161247699
714	0.005157116551
715	0.005154829214
716	0.005154599308
717	0.005152533724
718	0.005146731858
719	0.005141838475
720	0.00513744323
721	0.005132417552
722	0.005126542116
